# Time,Accel
0.3550,9.0881920e-04
0.3600,9.5199340e-04
0.3650,9.2834190e-04
0.3700,8.1292200e-04
0.3750,6.3038710e-04
0.3800,4.4335180e-04
0.3850,3.0932900e-04
0.3900,2.6103000e-04
0.3950,2.9685160e-04
0.4000,3.8311060e-04
0.4050,4.8621880e-04
0.4100,5.8922970e-04
0.4150,6.6128100e-04
0.4200,6.6427280e-04
0.4250,5.9404550e-04
0.4300,4.8233690e-04
0.4350,3.7330800e-04
0.4400,3.0787040e-04
0.4450,3.1861800e-04
0.4500,4.1356130e-04
0.4550,5.6001010e-04
0.4600,7.0321170e-04
0.4650,7.9577060e-04
0.4700,8.1696340e-04
0.4750,7.8254160e-04
0.4800,7.2279760e-04
0.4850,6.6262510e-04
0.4900,6.2144240e-04
0.4950,6.0499630e-04
0.5000,5.9870710e-04
0.5050,5.6607280e-04
0.5100,4.7010940e-04
0.5150,3.1094660e-04
0.5200,1.2805130e-04
0.5250,-3.3006640e-05
0.5300,-1.1295730e-04
0.5350,-3.0287460e-05
0.5400,2.2591170e-04
0.5450,5.4414110e-04
0.5500,7.6230070e-04
0.5550,7.6715870e-04
0.5600,5.5778430e-04
0.5650,2.3328640e-04
0.5700,-6.2062130e-05
0.5750,-2.1989120e-04
0.5800,-2.2424240e-04
0.5850,-1.0708860e-04
0.5900,1.1512500e-04
0.5950,4.1882150e-04
0.6000,7.2926380e-04
0.6050,9.6026670e-04
0.6100,1.0705360e-03
0.6150,1.0661630e-03
0.6200,9.9202410e-04
0.6250,9.0832470e-04
0.6300,8.3857520e-04
0.6350,7.5671170e-04
0.6400,6.2281490e-04
0.6450,4.5374760e-04
0.6500,3.4465890e-04
0.6550,3.8874920e-04
0.6600,5.8528470e-04
0.6650,7.9067240e-04
0.6700,8.2420330e-04
0.6750,6.4195740e-04
0.6800,3.5316080e-04
0.6850,1.0279240e-04
0.6900,-2.8305690e-05
0.6950,-2.0280250e-05
0.7000,1.3083000e-04
0.7050,4.1592500e-04
0.7100,7.9384260e-04
0.7150,1.1920180e-03
0.7200,1.5009010e-03
0.7250,1.5885780e-03
0.7300,1.3494170e-03
0.7350,7.8385950e-04
0.7400,9.5685610e-05
0.7450,-4.1692300e-04
0.7500,-6.0756880e-04
0.7550,-5.3224580e-04
0.7600,-3.2602420e-04
0.7650,-8.9208820e-05
0.7700,1.3656660e-04
0.7750,3.2118480e-04
0.7800,4.0393320e-04
0.7850,3.4163410e-04
0.7900,1.9264130e-04
0.7950,8.1102880e-05
0.8000,1.0249210e-04
0.8050,3.1258930e-04
0.8100,7.0631800e-04
0.8150,1.1569540e-03
0.8200,1.4663050e-03
0.8250,1.4954250e-03
0.8300,1.2484840e-03
0.8350,8.7445520e-04
0.8400,5.8031310e-04
0.8450,4.3684580e-04
0.8500,2.9679330e-04
0.8550,-2.7479390e-05
0.8600,-5.7014350e-04
0.8650,-1.1951350e-03
0.8700,-1.7118180e-03
0.8750,-1.9753520e-03
0.8800,-1.9101300e-03
0.8850,-1.5152600e-03
0.8900,-8.8866030e-04
0.8950,-2.2623230e-04
0.9000,2.2901690e-04
0.9050,2.5068460e-04
0.9100,-2.7578050e-04
0.9150,-1.2402350e-03
0.9200,-2.3252420e-03
0.9250,-3.1680190e-03
0.9300,-3.4945260e-03
0.9350,-3.1186680e-03
0.9400,-1.9845430e-03
0.9450,-3.2529330e-04
0.9500,1.3528230e-03
0.9550,2.5093910e-03
0.9600,2.8157790e-03
0.9650,2.3121670e-03
0.9700,1.3745950e-03
0.9750,4.6389830e-04
0.9800,-1.1774190e-04
0.9850,-2.8081120e-04
0.9900,-9.7628380e-05
0.9950,3.4803620e-04
1.0000,1.0514030e-03
1.0050,1.8801780e-03
1.0100,2.5011150e-03
1.0150,2.6353410e-03
1.0200,2.1701430e-03
1.0250,1.1289480e-03
1.0300,-3.1654660e-04
1.0350,-1.7567920e-03
1.0400,-2.6131200e-03
1.0450,-2.6828900e-03
1.0500,-2.3537710e-03
1.0550,-1.9678700e-03
1.0600,-1.4568410e-03
1.0650,-7.6077710e-04
1.0700,-4.2127060e-05
1.0750,5.6643970e-04
1.0800,9.4219050e-04
1.0850,8.8255580e-04
1.0900,3.4912460e-04
1.0950,-4.5823680e-04
1.1000,-1.3050220e-03
1.1050,-2.0046270e-03
1.1100,-2.3997360e-03
1.1150,-2.4208230e-03
1.1200,-2.0212880e-03
1.1250,-1.1076160e-03
1.1300,2.7224420e-04
1.1350,1.8273840e-03
1.1400,3.2084380e-03
1.1450,4.1969420e-03
1.1500,4.6873770e-03
1.1550,4.5285560e-03
1.1600,3.5169270e-03
1.1650,1.6256770e-03
1.1700,-7.2406620e-04
1.1750,-2.7285870e-03
1.1800,-3.8207360e-03
1.1850,-4.0229690e-03
1.1900,-3.5349160e-03
1.1950,-2.5149390e-03
1.2000,-1.3127760e-03
1.2050,-3.0469290e-04
1.2100,4.4304220e-04
1.2150,1.0375580e-03
1.2200,1.4982350e-03
1.2250,1.7670730e-03
1.2300,1.7870810e-03
1.2350,1.5302390e-03
1.2400,1.1101010e-03
1.2450,7.8280800e-04
1.2500,6.4578270e-04
1.2550,5.3602820e-04
1.2600,3.2249300e-04
1.2650,2.9491130e-05
1.2700,-2.7805260e-04
1.2750,-5.1707110e-04
1.2800,-6.5779780e-04
1.2850,-8.4013800e-04
1.2900,-1.2063430e-03
1.2950,-1.6900950e-03
1.3000,-2.0699820e-03
1.3050,-2.1277390e-03
1.3100,-1.7321300e-03
1.3150,-8.8580640e-04
1.3200,2.5512300e-04
1.3250,1.5389110e-03
1.3300,2.8026100e-03
1.3350,3.5866190e-03
1.3400,3.3515310e-03
1.3450,1.9869190e-03
1.3500,-1.4260810e-04
1.3550,-2.3768160e-03
1.3600,-3.9751040e-03
1.3650,-4.5195060e-03
1.3700,-4.1221140e-03
1.3750,-3.0231450e-03
1.3800,-1.2382790e-03
1.3850,1.2063120e-03
1.3900,3.8157150e-03
1.3950,5.5498420e-03
1.4000,5.4356430e-03
1.4050,3.2313050e-03
1.4100,-2.5655740e-04
1.4150,-3.5515710e-03
1.4200,-5.5655080e-03
1.4250,-6.1010490e-03
1.4300,-5.4943410e-03
1.4350,-3.9887400e-03
1.4400,-1.6321740e-03
1.4450,1.1546330e-03
1.4500,3.5105760e-03
1.4550,4.7280370e-03
1.4600,4.4233640e-03
1.4650,2.4514770e-03
1.4700,-7.6147440e-04
1.4750,-4.0956140e-03
1.4800,-6.3382810e-03
1.4850,-7.1003310e-03
1.4900,-6.8460940e-03
1.4950,-5.9526270e-03
1.5000,-4.5554330e-03
1.5050,-3.0811460e-03
1.5100,-2.0594430e-03
1.5150,-1.7183620e-03
1.5200,-2.0737130e-03
1.5250,-2.9390050e-03
1.5300,-3.8424990e-03
1.5350,-4.1842600e-03
1.5400,-3.6104560e-03
1.5450,-2.5010740e-03
1.5500,-1.5933990e-03
1.5550,-1.1166380e-03
1.5600,-7.0715840e-04
1.5650,9.7600570e-05
1.5700,1.3807200e-03
1.5750,2.8816430e-03
1.5800,4.3478310e-03
1.5850,5.6292410e-03
1.5900,6.4573460e-03
1.5950,6.1820430e-03
1.6000,4.0563530e-03
1.6050,1.3210680e-04
1.6100,-4.2219510e-03
1.6150,-7.1487980e-03
1.6200,-7.3972810e-03
1.6250,-4.5680010e-03
1.6300,4.4086800e-04
1.6350,5.6602110e-03
1.6400,9.2059770e-03
1.6450,1.0147610e-02
1.6500,8.7694750e-03
1.6550,5.8346020e-03
1.6600,1.9897620e-03
1.6650,-2.0312320e-03
1.6700,-5.1451640e-03
1.6750,-6.3001310e-03
1.6800,-5.3353490e-03
1.6850,-3.1395080e-03
1.6900,-1.0620650e-03
1.6950,-1.1105500e-04
1.7000,-3.8640430e-04
1.7050,-1.2788530e-03
1.7100,-2.0202570e-03
1.7150,-2.0708730e-03
1.7200,-1.3210050e-03
1.7250,-4.6823650e-05
1.7300,1.4127400e-03
1.7350,2.8971510e-03
1.7400,4.3436640e-03
1.7450,5.6210430e-03
1.7500,6.5870070e-03
1.7550,7.2256310e-03
1.7600,7.5816810e-03
1.7650,7.4339450e-03
1.7700,6.2977750e-03
1.7750,3.9989740e-03
1.7800,9.4768330e-04
1.7850,-2.0875890e-03
1.7900,-4.1112370e-03
1.7950,-4.2881930e-03
1.8000,-2.7079380e-03
1.8050,-3.2619310e-04
1.8100,1.8989780e-03
1.8150,3.3363350e-03
1.8200,3.6463870e-03
1.8250,3.0249130e-03
1.8300,1.7664310e-03
1.8350,-2.4737470e-04
1.8400,-2.9356350e-03
1.8450,-5.5486540e-03
1.8500,-7.2924130e-03
1.8550,-7.9025960e-03
1.8600,-7.3274280e-03
1.8650,-5.6454160e-03
1.8700,-3.3993240e-03
1.8750,-1.1493310e-03
1.8800,8.0671300e-04
1.8850,2.1095380e-03
1.8900,2.6311190e-03
1.8950,2.6572100e-03
1.9000,2.4082410e-03
1.9050,1.8549080e-03
1.9100,1.0008370e-03
1.9150,1.5911150e-04
1.9200,-1.7201790e-04
1.9250,3.1087070e-04
1.9300,1.4532570e-03
1.9350,2.6440430e-03
1.9400,3.3559160e-03
1.9450,3.5827140e-03
1.9500,3.6400510e-03
1.9550,3.7175180e-03
1.9600,3.5939410e-03
1.9650,2.9999180e-03
1.9700,2.1047330e-03
1.9750,1.3439050e-03
1.9800,9.8144230e-04
1.9850,8.4130070e-04
1.9900,5.0892630e-04
1.9950,-2.1249690e-04
2.0000,-1.3325500e-03
2.0050,-2.8655780e-03
2.0100,-4.8550780e-03
2.0150,-7.2375390e-03
2.0200,-9.5680560e-03
2.0250,-1.1138230e-02
2.0300,-1.1426930e-02
2.0350,-1.0377500e-02
2.0400,-8.2339660e-03
2.0450,-5.4389830e-03
2.0500,-2.7570280e-03
2.0550,-7.8460680e-04
2.0600,5.0004800e-04
2.0650,1.2940390e-03
2.0700,1.5676640e-03
2.0750,1.3528950e-03
2.0800,1.0572650e-03
2.0850,1.2587960e-03
2.0900,2.2978920e-03
2.0950,3.9615390e-03
2.1000,5.6208580e-03
2.1050,6.6570330e-03
2.1100,6.8139900e-03
2.1150,6.4026570e-03
2.1200,5.9035350e-03
2.1250,5.3761160e-03
2.1300,4.4786620e-03
2.1350,2.9985150e-03
2.1400,1.2423390e-03
2.1450,-2.6548570e-04
2.1500,-1.3685880e-03
2.1550,-2.0568300e-03
2.1600,-2.0233320e-03
2.1650,-8.4979220e-04
2.1700,1.4607470e-03
2.1750,4.1949600e-03
2.1800,6.3539880e-03
2.1850,7.1948200e-03
2.1900,6.5875780e-03
2.1950,4.9423170e-03
2.2000,2.8053300e-03
2.2050,6.7126410e-04
2.2100,-1.1469300e-03
2.2150,-2.5808320e-03
2.2200,-3.4907460e-03
2.2250,-3.5628070e-03
2.2300,-2.7102170e-03
2.2350,-1.1871000e-03
2.2400,6.6331010e-04
2.2450,2.5629470e-03
2.2500,4.3225100e-03
2.2550,6.0117400e-03
2.2600,7.6158170e-03
2.2650,8.6302690e-03
2.2700,8.6256060e-03
2.2750,7.7642090e-03
2.2800,6.5926330e-03
2.2850,5.5612900e-03
2.2900,4.7905480e-03
2.2950,4.1273630e-03
2.3000,3.3284050e-03
2.3050,2.2305750e-03
2.3100,7.4759690e-04
2.3150,-1.0433840e-03
2.3200,-2.7466650e-03
2.3250,-3.8913210e-03
2.3300,-4.3038930e-03
2.3350,-4.1009290e-03
2.3400,-3.5427120e-03
2.3450,-2.9471010e-03
2.3500,-2.4657090e-03
2.3550,-2.0555560e-03
2.3600,-1.7405340e-03
2.3650,-1.6395430e-03
2.3700,-1.7418620e-03
2.3750,-1.9197150e-03
2.3800,-2.1904910e-03
2.3850,-2.7363690e-03
2.3900,-3.7525890e-03
2.3950,-5.4692790e-03
2.4000,-8.0364200e-03
2.4050,-1.1054660e-02
2.4100,-1.3508830e-02
2.4150,-1.4350200e-02
2.4200,-1.3094720e-02
2.4250,-9.6995700e-03
2.4300,-4.5980230e-03
2.4350,8.1909700e-04
2.4400,4.9133310e-03
2.4450,6.9024610e-03
2.4500,6.9136540e-03
2.4550,5.5220780e-03
2.4600,3.4057570e-03
2.4650,1.1422990e-03
2.4700,-8.1213900e-04
2.4750,-2.0786600e-03
2.4800,-2.5350430e-03
2.4850,-2.5161810e-03
2.4900,-2.5465660e-03
2.4950,-2.7966880e-03
2.5000,-2.8709160e-03
2.5050,-2.2323670e-03
2.5100,-7.4065460e-04
2.5150,1.1332990e-03
2.5200,2.6371320e-03
2.5250,3.4184790e-03
2.5300,3.6226490e-03
2.5350,3.4894840e-03
2.5400,3.1284010e-03
2.5450,2.5380970e-03
2.5500,1.7549880e-03
2.5550,1.0463180e-03
2.5600,8.2528540e-04
2.5650,1.2997840e-03
2.5700,2.2202100e-03
2.5750,3.0011060e-03
2.5800,3.1442460e-03
2.5850,2.5069080e-03
2.5900,1.2876540e-03
2.5950,-1.7305760e-05
2.6000,-7.5270020e-04
2.6050,-4.1774630e-04
2.6100,9.0471010e-04
2.6150,2.5397260e-03
2.6200,3.6826820e-03
2.6250,3.7373020e-03
2.6300,2.4555980e-03
2.6350,-6.5210000e-05
2.6400,-3.2750100e-03
2.6450,-6.2894200e-03
2.6500,-8.2403950e-03
2.6550,-8.5928260e-03
2.6600,-7.0507690e-03
2.6650,-3.4996870e-03
2.6700,1.2683130e-03
2.6750,5.6108070e-03
2.6800,8.2481990e-03
2.6850,8.9703080e-03
2.6900,8.1258450e-03
2.6950,5.9125180e-03
2.7000,2.4540000e-03
2.7050,-1.8221980e-03
2.7100,-6.1001390e-03
2.7150,-9.3548330e-03
2.7200,-1.0858920e-02
2.7250,-1.0195430e-02
2.7300,-6.9069980e-03
2.7350,-1.2276450e-03
2.7400,5.0695790e-03
2.7450,9.5864250e-03
2.7500,1.1048080e-02
2.7550,9.8549800e-03
2.7600,7.3806520e-03
2.7650,5.2429780e-03
2.7700,4.8421020e-03
2.7750,6.6654360e-03
2.7800,9.7896130e-03
2.7850,1.2320090e-02
2.7900,1.2611440e-02
2.7950,1.0276070e-02
2.8000,6.2778710e-03
2.8050,1.8493610e-03
2.8100,-2.3976470e-03
2.8150,-6.0984580e-03
2.8200,-8.5868510e-03
2.8250,-9.1596460e-03
2.8300,-7.6958580e-03
2.8350,-4.9651600e-03
2.8400,-2.4587940e-03
2.8450,-1.0011150e-03
2.8500,1.2209720e-04
2.8550,1.9366010e-03
2.8600,4.5201290e-03
2.8650,7.1300450e-03
2.8700,8.7607350e-03
2.8750,8.6172270e-03
2.8800,6.5060690e-03
2.8850,2.9849570e-03
2.8900,-8.7783570e-04
2.8950,-3.9383690e-03
2.9000,-5.3057050e-03
2.9050,-4.7892710e-03
2.9100,-2.7848590e-03
2.9150,-1.3046550e-04
2.9200,1.9844860e-03
2.9250,2.7427390e-03
2.9300,2.0519410e-03
2.9350,4.5433600e-04
2.9400,-1.1336860e-03
2.9450,-1.9989320e-03
2.9500,-2.0596610e-03
2.9550,-1.8900430e-03
2.9600,-2.3176080e-03
2.9650,-3.7757760e-03
2.9700,-6.1211380e-03
2.9750,-8.7625280e-03
2.9800,-1.0918580e-02
2.9850,-1.2192370e-02
2.9900,-1.2649540e-02
2.9950,-1.2267900e-02
3.0000,-1.0999090e-02
3.0050,-9.3215880e-03
3.0100,-7.9613430e-03
3.0150,-7.3028850e-03
3.0200,-7.3572830e-03
3.0250,-8.0179240e-03
3.0300,-8.9958600e-03
3.0350,-9.4713520e-03
3.0400,-8.3821960e-03
3.0450,-5.3271140e-03
3.0500,-1.3447960e-03
3.0550,1.5466910e-03
3.0600,1.9422810e-03
3.0650,5.3027100e-05
3.0700,-2.5290840e-03
3.0750,-4.3300360e-03
3.0800,-5.1440930e-03
3.0850,-5.4159740e-03
3.0900,-5.2343740e-03
3.0950,-4.2230930e-03
3.1000,-1.9169330e-03
3.1050,1.6196290e-03
3.1100,5.0464050e-03
3.1150,6.7900700e-03
3.1200,6.6545070e-03
3.1250,5.6342420e-03
3.1300,4.8233250e-03
3.1350,4.4676620e-03
3.1400,4.1084220e-03
3.1450,3.3663470e-03
3.1500,2.3442080e-03
3.1550,1.4373590e-03
3.1600,9.4898870e-04
3.1650,9.3634470e-04
3.1700,1.1248300e-03
3.1750,9.8467580e-04
3.1800,1.7710030e-04
3.1850,-1.1104890e-03
3.1900,-2.5393420e-03
3.1950,-4.0034700e-03
3.2000,-5.5724750e-03
3.2050,-7.2771080e-03
3.2100,-8.9573540e-03
3.2150,-1.0029130e-02
3.2200,-9.7572190e-03
3.2250,-7.9822130e-03
3.2300,-5.3849050e-03
3.2350,-2.9495440e-03
3.2400,-7.4514350e-04
3.2450,2.0793900e-03
3.2500,6.0278180e-03
3.2550,1.0695940e-02
3.2600,1.5320840e-02
3.2650,1.8994520e-02
3.2700,2.0759400e-02
3.2750,2.0439710e-02
3.2800,1.8354540e-02
3.2850,1.4434870e-02
3.2900,8.8654200e-03
3.2950,2.5747230e-03
3.3000,-3.5700440e-03
3.3050,-9.1472940e-03
3.3100,-1.3814830e-02
3.3150,-1.7006250e-02
3.3200,-1.8328900e-02
3.3250,-1.7899790e-02
3.3300,-1.6125770e-02
3.3350,-1.3522930e-02
3.3400,-1.0443110e-02
3.3450,-7.0024310e-03
3.3500,-3.0770780e-03
3.3550,1.4514960e-03
3.3600,6.0295500e-03
3.3650,9.7365250e-03
3.3700,1.1954430e-02
3.3750,1.2266910e-02
3.3800,1.0617640e-02
3.3850,7.4257880e-03
3.3900,3.4115500e-03
3.3950,-5.3829970e-04
3.4000,-3.8564750e-03
3.4050,-6.3985710e-03
3.4100,-8.1660940e-03
3.4150,-9.0155420e-03
3.4200,-8.6506900e-03
3.4250,-7.0628910e-03
3.4300,-4.8155540e-03
3.4350,-2.7986260e-03
3.4400,-1.4275870e-03
3.4450,-4.2648370e-04
3.4500,6.5930950e-04
3.4550,2.0176240e-03
3.4600,3.3663860e-03
3.4650,4.2304240e-03
3.4700,4.3337450e-03
3.4750,3.6258960e-03
3.4800,2.2233190e-03
3.4850,3.7350320e-04
3.4900,-1.6971720e-03
3.4950,-3.8160820e-03
3.5000,-5.8942490e-03
3.5050,-7.6686560e-03
3.5100,-8.5765720e-03
3.5150,-8.2440580e-03
3.5200,-6.6915860e-03
3.5250,-4.4552640e-03
3.5300,-2.2884650e-03
3.5350,-4.4914600e-04
3.5400,1.2632410e-03
3.5450,2.8288620e-03
3.5500,3.8455760e-03
3.5550,4.0788540e-03
3.5600,3.7617710e-03
3.5650,3.1847510e-03
3.5700,2.2861190e-03
3.5750,7.6661720e-04
3.5800,-1.5503720e-03
3.5850,-4.3340720e-03
3.5900,-6.8099060e-03
3.5950,-8.1641980e-03
3.6000,-8.0636670e-03
3.6050,-6.6726290e-03
3.6100,-4.3490220e-03
3.6150,-1.4963530e-03
3.6200,1.4418640e-03
3.6250,3.7919170e-03
3.6300,4.8055920e-03
3.6350,4.0648660e-03
3.6400,1.8233030e-03
3.6450,-8.2595250e-04
3.6500,-2.7017560e-03
3.6550,-3.8329790e-03
3.6600,-5.1273920e-03
3.6650,-7.1629460e-03
3.6700,-9.5249220e-03
3.6750,-1.0803320e-02
3.6800,-9.6428160e-03
3.6850,-5.6700040e-03
3.6900,3.7723960e-04
3.6950,6.9762630e-03
3.7000,1.2569870e-02
3.7050,1.6628580e-02
3.7100,1.9703890e-02
3.7150,2.2124330e-02
3.7200,2.3030000e-02
3.7250,2.1145330e-02
3.7300,1.6383540e-02
3.7350,1.0182590e-02
3.7400,4.5684320e-03
3.7450,1.0636560e-03
3.7500,-5.1701210e-05
3.7550,1.0455960e-04
3.7600,1.4303460e-04
3.7650,-3.7369550e-04
3.7700,-1.0319600e-03
3.7750,-1.2889090e-03
3.7800,-8.9882770e-04
3.7850,1.8004380e-04
3.7900,1.7042430e-03
3.7950,3.0413930e-03
